0,0
0.1,0.499787
0.2,-0.0291871
0.3,-0.498082
0.4,0.0582746
0.5,0.494679
0.6,-0.0871634
0.7,-0.489589
0.8,0.115755
0.9,0.482829
1,-0.143952
1.1,-0.474422
1.2,0.171657
1.3,0.464398
1.4,-0.198778
1.5,-0.452789
1.6,0.22522
1.7,0.439637
1.8,-0.250895
1.9,-0.424985
2,0.275713
2.1,0.408883
2.2,-0.299592
2.3,-0.391387
2.4,0.322448
2.5,0.372557
2.6,-0.344205
2.7,-0.352455
2.8,0.364788
2.9,0.331152
3,-0.960318
3.1,-0.771798
3.2,1.60862
3.3,1.14094
3.4,-1.67525
3.5,-1.0431
3.6,1.73617
3.7,0.941711
3.8,-1.79117
3.9,-0.837109
4,1.84005
4.1,0.729652
4.2,-1.88266
4.3,-0.619706
4.4,1.91885
4.5,0.507647
4.6,-1.9485
4.7,-0.393856
4.8,1.9715
4.9,0.278722
5,-1.98778
5.1,-0.162638
5.2,1.99728
5.3,0.0459992
5.4,-1.99996
5.5,0.0707966
5.6,1.99583
5.7,-0.187351
5.8,-1.98489
5.9,0.303266
6,1.96718
6.1,-0.261342
6.2,-1.21422
6.3,0.132901
6.4,0.477928
6.5,-0.160811
6.6,-0.468537
6.7,0.188173
6.8,0.457547
6.9,-0.214894
7,-0.444998
7.1,0.240881
7.2,0.430931
7.3,-0.266047
7.4,-0.415394
7.5,0.290306
7.6,0.39844
7.7,-0.313574
7.8,-0.380128
7.9,0.335773
8,0.360519
8.1,-0.356827
8.2,-0.33968
8.3,0.376664
8.4,0.317684
8.5,-0.395217
8.6,-0.294603
8.7,0.412421
8.8,0.270518
8.9,-0.428219
9,-0.245511
9.1,0.442557
9.2,0.219666
9.3,-0.455385
9.4,-0.193072
9.5,0.46666
9.6,0.165819
9.7,-0.476344
9.8,-0.138001
9.9,0.484403
10,0.109713
